21;7;10;-1;-1;
21;9;3;-1;-1;
21;16;6;-1;-1;
21;11;0;-1;-1;
21;12;14;-1;-1;
21;8;15;-1;-1;
21;5;4;-1;-1;
21;13;2;-1;-1;
22;0;13;-1;-1;
22;4;16;-1;-1;
22;2;1;-1;-1;
22;3;8;-1;-1;
22;15;9;-1;-1;
22;17;11;-1;-1;
22;6;7;-1;-1;
22;14;5;-1;-1;
22;10;12;-1;-1;
23;1;14;-1;-1;
23;7;0;-1;-1;
23;9;10;-1;-1;
23;16;17;-1;-1;
23;11;3;-1;-1;
23;12;13;-1;-1;
23;15;4;-1;-1;
23;8;6;-1;-1;
23;5;2;-1;-1;
24;0;5;-1;-1;
24;4;9;-1;-1;
24;2;12;-1;-1;
24;3;16;-1;-1;
24;17;7;-1;-1;
24;6;15;-1;-1;
24;14;11;-1;-1;
24;10;8;-1;-1;
24;13;1;-1;-1;
25;1;0;-1;-1;
25;7;3;-1;-1;
25;9;6;-1;-1;
25;16;14;-1;-1;
25;11;2;-1;-1;
25;12;17;-1;-1;
25;15;10;-1;-1;
25;8;4;-1;-1;
25;5;13;-1;-1;
26;0;12;-1;-1;
26;1;5;-1;-1;
26;2;9;-1;-1;
26;3;15;-1;-1;
26;17;8;-1;-1;
26;6;4;-1;-1;
26;14;7;-1;-1;
26;10;16;-1;-1;
26;13;11;-1;-1;
27;4;3;-1;-1;
27;7;13;-1;-1;
27;9;14;-1;-1;
27;16;2;-1;-1;
27;11;1;-1;-1;
27;12;5;-1;-1;
27;15;17;-1;-1;
27;8;0;-1;-1;
27;6;10;-1;-1;
28;0;15;-1;-1;
28;1;12;-1;-1;
28;2;7;-1;-1;
28;3;6;-1;-1;
28;17;9;-1;-1;
28;14;8;-1;-1;
28;5;11;-1;-1;
28;10;4;-1;-1;
28;13;16;-1;-1;
29;4;1;-1;-1;
29;7;5;-1;-1;
29;9;13;-1;-1;
29;16;0;-1;-1;
29;12;11;-1;-1;
29;15;14;-1;-1;
29;8;2;-1;-1;
29;6;17;-1;-1;
29;10;3;-1;-1;
30;0;4;-1;-1;
30;1;9;-1;-1;
30;2;15;-1;-1;
30;11;16;-1;-1;
30;12;7;-1;-1;
30;17;3;-1;-1;
30;14;6;-1;-1;
30;5;8;-1;-1;
30;13;10;-1;-1;
31;4;2;-1;-1;
31;3;14;-1;-1;
31;7;11;-1;-1;
31;9;12;-1;-1;
31;16;1;-1;-1;
31;15;5;-1;-1;
31;8;13;-1;-1;
31;6;0;-1;-1;
31;10;17;-1;-1;
32;0;3;-1;-1;
32;1;7;-1;-1;
32;2;6;-1;-1;
32;11;8;-1;-1;
32;12;16;-1;-1;
32;17;4;-1;-1;
32;14;10;-1;-1;
32;5;9;-1;-1;
32;13;15;-1;-1;
33;4;11;-1;-1;
33;3;2;-1;-1;
33;9;7;-1;-1;
33;16;5;-1;-1;
33;15;1;-1;-1;
33;8;12;-1;-1;
33;17;14;-1;-1;
33;6;13;-1;-1;
33;10;0;-1;-1;
34;0;17;-1;-1;
34;1;8;-1;-1;
34;2;10;-1;-1;
34;7;16;-1;-1;
34;11;9;-1;-1;
34;12;15;-1;-1;
34;14;4;-1;-1;
34;5;6;-1;-1;
34;13;3;-1;-1;
